number of bedrooms,number of bathrooms,living area,lot area,number of floors,number of views,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,Number of schools nearby,Distance from the airport,Price
3,2.25,1520,1221,3,0,1520,0,2013,0,122026,52.904,-114.567,1550,3,73,565000
2,2,2260,9604,1,0,2260,0,1990,0,122017,53.0018,-114.398,2260,2,63,551000
1,1,1140,6700,1.5,0,1140,0,1920,0,122028,52.9258,-114.547,1350,3,67,540000
3,1.5,1260,3135,1.5,0,1260,0,1931,0,122009,52.8055,-114.578,1700,3,62,523000
3,2.5,2370,7875,2,0,2370,0,2003,0,122008,52.7727,-114.053,2660,1,58,522500
2,2.5,1310,1500,2,0,1160,150,2006,0,122044,52.8412,-114.499,1320,1,61,500000
3,2,1450,2400,1.5,0,1450,0,1900,2003,122026,52.9026,-114.571,1450,1,66,490000
2,1,1160,5000,1,0,1160,0,1937,0,122007,52.9165,-114.589,1750,3,80,490000
4,2.5,2430,5000,2,0,2430,0,2009,0,122008,52.745,-114.063,2430,1,79,480000
3,1.75,1560,4049,1.5,2,1000,560,1926,0,122064,52.7966,-114.565,1430,2,54,451000
4,2.25,2270,7800,1,0,1290,980,1977,0,122033,52.9578,-114.382,1480,1,59,446000
3,2.25,1990,7340,2,0,1990,0,1984,0,122021,52.9879,-114.331,2180,3,59,445000
3,3,1970,24318,1,0,1970,0,2010,0,122058,52.9951,-114.436,2150,2,64,445000
3,2.5,2320,36847,2,2,2320,0,1992,0,122025,52.7138,-113.904,2550,1,65,437500
4,2.5,2280,7568,2,0,2280,0,2001,0,122053,52.7415,-114.384,2280,1,67,433000
3,1.75,2150,4333,1,0,1200,950,1956,0,122016,52.7837,-114.578,1480,2,70,430000
3,2.5,2670,13218,1,0,2670,0,1988,0,122035,52.5983,-114.343,1960,1,55,425000
3,2.5,1800,5761,2,0,1800,0,1990,0,122034,52.7593,-114.553,1800,2,72,408200
3,2.5,2740,83199,2,4,2740,0,1973,0,122066,52.5881,-114.456,2500,3,76,400000
3,1.75,1180,10541,1,0,940,240,1981,0,122019,52.8648,-114.222,1230,1,65,385000
3,3.25,1860,1787,3,0,1860,0,2007,0,122014,52.9863,-114.506,1830,3,68,379950
3,2.25,1410,1377,2,0,1290,120,2005,0,122012,52.7642,-114.257,1445,1,60,377500
3,1.5,1100,1751,2,0,940,160,2007,0,122054,52.8227,-114.496,1380,3,54,375000
4,2.5,2790,7956,2,0,2790,0,2005,0,122043,52.5981,-114.5,1660,1,73,375000
4,1.5,1370,9957,1,0,900,470,1972,0,122033,52.9537,-114.371,1510,3,58,370000
3,1.75,1726,197326,2,0,1726,0,1982,0,122069,52.5784,-114.695,2114,2,72,363750
1,1,700,5100,1,0,700,0,1942,0,122006,52.909,-114.49,1010,2,71,350000
4,2.5,2440,4000,2,0,2440,0,2009,0,122024,52.6141,-114.226,2410,2,69,350000
4,1,1980,7991,1.5,0,1980,0,1962,0,122046,52.6904,-114.36,1730,1,62,345000
3,1,1260,6826,1,0,720,540,1944,0,122022,52.961,-114.493,1300,3,50,342000
3,2.5,1480,1663,2,0,1180,300,2012,0,122064,52.7743,-114.565,1380,2,77,341000
3,1,1250,4800,1,0,1250,0,1951,0,122064,52.7817,-114.571,1404,1,67,340000
3,1.5,1170,4950,1,0,1170,0,1960,0,122030,52.8357,-114.325,1570,2,79,330000
3,2,1760,11410,1,0,1060,700,1977,0,122046,52.6828,-114.353,1680,2,50,317000
4,2.5,2340,8990,2,0,2340,0,2003,0,122024,52.6081,-114.22,2980,3,70,314000
3,2.25,2060,38377,1,0,1560,500,1978,0,122040,52.5052,-114.509,2080,3,60,306500
3,2.5,1870,5874,2,0,1870,0,2005,0,122035,52.6292,-114.353,2090,1,64,306000
2,1,830,6017,1,0,830,0,1954,0,122038,52.9766,-114.524,1340,2,63,282613
3,2.5,1480,15639,2,0,1480,0,1987,0,122025,52.7023,-113.936,1480,2,70,275000
4,2,1510,4235,1,0,1510,0,1955,0,122059,52.776,-114.483,1510,2,66,254000
2,1.5,1070,9643,1,0,1070,0,1985,0,122065,52.5833,-114.356,1220,2,69,252700
3,2,1900,6660,1,0,950,950,1966,0,122024,52.5894,-114.244,1690,3,52,250000
3,2.25,1440,7673,1,0,940,500,1982,0,122067,52.6334,-114.368,1440,3,65,249000
4,3.5,1850,6519,2,0,1130,720,1986,0,122018,52.5387,-114.544,1280,3,69,248000
2,1,870,6150,1,0,870,0,1941,0,122034,52.7556,-114.537,1120,1,65,245000
4,1,1530,7200,1.5,0,1400,130,1948,0,122063,52.7315,-114.452,1530,1,61,245000
5,1,1460,6032,2,0,1460,0,1941,0,122056,52.717,-114.472,1060,2,75,239950
4,2.25,1860,7000,1,0,1120,740,1979,0,122018,52.5427,-114.529,1990,1,52,239900
3,2,1020,1204,2,0,720,300,2004,0,122064,52.7745,-114.566,1360,1,57,238000
5,1.75,1730,5200,1,0,1050,680,1978,0,122035,52.5928,-114.279,1350,3,64,205000
3,1,1000,18513,1,0,1000,0,1940,0,122052,52.7418,-114.538,1280,3,76,180000
2,1,1010,5200,1,0,1010,0,1955,0,122043,52.6466,-114.513,1580,3,60,174500
3,2,1700,4250,1,0,890,810,1944,0,122032,52.8842,-114.575,1440,3,63,410000
3,2,1940,55756,1,0,1940,0,1954,0,122030,52.8213,-114.339,2330,1,57,732000
4,2.5,2060,7475,1,0,1440,620,1985,0,122005,52.9572,-114.295,2280,3,64,575550
3,2.5,2130,3500,1,0,1210,920,1994,0,122021,52.966,-114.349,2030,2,51,534640
2,2,1360,4688,1,0,780,580,1944,0,122006,52.9174,-114.505,1340,3,64,488000
3,2.5,2480,8342,2,0,2480,0,1986,0,122046,52.6681,-114.324,2300,1,58,415000
3,2.25,1410,14110,1,2,1170,240,1987,0,122008,52.7636,-113.95,1560,2,57,352500
5,2.5,1970,8605,2,0,1970,0,1994,0,122068,52.4244,-114.203,1970,3,80,297000
5,3.75,5340,10655,2.5,3,3740,1600,1912,0,122054,52.8095,-114.475,3910,3,80,2100000
4,3.25,5010,34460,2,0,5010,0,1988,0,122027,52.7769,-114.317,4760,3,50,1470000
4,3.5,3410,10769,2,0,3410,0,2008,0,122048,52.8381,-114.388,2650,2,60,1410000
4,2.5,3190,8684,1,3,1680,1510,1967,0,122027,52.7919,-114.352,3160,2,72,1220000
4,3,2240,6000,1.5,0,1270,970,1914,0,122061,52.8669,-114.54,2240,1,74,1190000
2,1.75,2430,23400,1,4,2430,0,1951,0,122050,52.9916,-114.562,3150,3,63,1000000
3,1.5,2200,5000,1.5,0,2200,0,1932,0,122032,52.8704,-114.598,2860,3,59,924000
4,2.75,2730,3560,1.5,0,1550,1180,1921,2007,122006,52.9037,-114.494,1860,2,60,885000
5,3.25,4180,49222,2,0,2880,1300,1979,0,122012,52.7788,-114.284,3170,1,76,869000
4,3.5,2640,5900,2,2,2640,0,1937,1998,122016,52.7721,-114.573,1700,1,51,850000
2,2.5,2380,9374,1,2,2380,0,2011,0,122045,52.9395,-114.209,1610,3,79,818000
4,2.5,3480,59242,2,0,3480,0,1988,0,122021,52.9691,-114.292,2930,1,59,810000
5,2,3370,5000,1.5,0,2140,1230,1907,0,122061,52.8673,-114.54,1920,1,75,762000
4,2.5,2660,10452,2,0,2660,0,1993,0,122005,52.9272,-114.294,2890,2,66,755000
4,2.5,3430,64441,2,0,3430,0,2013,0,122037,52.9994,-114.254,3580,1,56,749950
3,1.75,2010,4905,1,0,1230,780,1912,0,122044,52.8405,-114.499,2210,1,74,700000
3,2,1610,5100,1.5,0,1610,0,1940,0,122006,52.9125,-114.497,1740,2,67,690000
2,2.25,1540,958,3,0,1540,0,2007,0,122044,52.8479,-114.508,1410,3,79,640000
4,2.5,2460,4200,2,0,2460,0,1998,0,122019,52.8331,-114.211,2330,2,57,611000
5,1.75,3290,11900,1.5,0,3290,0,1973,0,122005,52.8926,-114.331,2210,2,70,602000
2,2,1420,9191,1.5,2,1420,0,1928,0,122006,52.9279,-114.51,1420,1,53,592500
3,2.25,2030,7350,1,0,1190,840,1977,0,122005,52.9239,-114.316,1950,1,58,588000
4,2.5,2500,4945,2,0,2500,0,2013,0,122008,52.7485,-114.075,2760,1,54,575000
3,2.25,2030,9791,1,0,1500,530,1984,0,122015,52.764,-114.351,2030,2,71,572500
4,2.25,2110,10698,2,0,2110,0,1979,0,122012,52.7914,-114.272,2220,1,66,565000
4,1,1660,4690,1.5,0,1260,400,1945,0,122007,52.9129,-114.568,1400,1,67,560000
3,3.5,2320,3174,2,0,2060,260,1997,0,122010,52.9197,-114.365,2320,1,66,530000
4,1.75,2420,2983,1,0,1480,940,1979,0,122012,52.7937,-114.275,2370,1,70,525000
3,1.75,1890,3825,1,0,1290,600,1974,0,122007,52.9131,-114.571,1320,1,61,524950
3,2.5,1680,2096,2,0,1380,300,2008,0,122007,52.9204,-114.56,1360,2,57,518000
4,2,1690,3250,1.5,0,1550,140,1901,0,122028,52.8937,-114.536,1620,3,52,487250
3,1,1500,4100,1.5,0,1370,130,1926,0,122026,52.8989,-114.557,1500,2,62,485000
2,2.25,1260,1240,3,0,1260,0,2004,0,122028,52.8831,-114.542,1330,2,50,485000
3,1.75,2200,7706,2,2,2200,0,1908,1988,122043,52.6178,-114.516,1170,1,55,485000
3,2.25,1450,1445,2,0,980,470,2005,0,122044,52.8484,-114.491,1510,1,58,482500
4,3.5,3370,435600,2,3,3370,0,2005,0,122025,52.6698,-113.928,2790,2,73,480000
3,2.5,1350,2053,3,0,1350,0,2005,0,122007,52.9058,-114.576,1350,1,53,477000
2,1,1490,3825,1,0,860,630,1929,0,122007,52.9099,-114.571,1460,2,61,475000
4,2.5,3060,10043,1,0,1700,1360,1968,0,122038,52.9687,-114.527,1630,3,67,475000
3,1.75,1630,28600,1,0,1630,0,1967,0,122021,53.0042,-114.33,2260,2,55,464000
3,1.5,1710,990,1.5,0,1410,300,1928,0,122051,52.7666,-114.458,1860,1,54,462000
5,1.75,1250,10530,1,0,1250,0,1966,0,122030,52.8401,-114.328,1560,3,61,462000
2,1,1060,7193,1,0,1060,0,1926,0,122038,52.9402,-114.546,1980,3,54,461000
5,2.75,2190,12687,1,0,1370,820,1978,0,122058,53.0062,-114.447,2280,2,55,446000
3,1.75,1800,10200,1,0,1800,0,1967,0,122046,52.6796,-114.336,2140,3,77,442500
2,1.5,1010,1968,1.5,0,1010,0,1906,0,122026,52.9057,-114.575,1760,2,73,440000
3,2.5,2200,3360,2,0,2200,0,2009,0,122051,52.7718,-114.477,2130,3,57,433500
3,2.5,1920,15124,2,0,1920,0,1995,0,122025,52.7315,-113.963,1920,3,60,429000
2,1,770,4000,1,0,770,0,1924,0,122007,52.9259,-114.554,1420,3,50,413500
4,2.75,2500,5257,2,0,2500,0,1966,0,122051,52.7593,-114.477,1660,2,75,411000
4,2.5,2490,8290,2,0,2490,0,1999,0,122023,52.5605,-114.361,2690,2,57,390000
3,2.5,1690,1613,2,0,1150,540,2014,0,122011,52.7818,-114.188,1690,3,55,386591
3,2.5,1670,3565,2,0,1670,0,1999,0,122021,52.9923,-114.351,1510,3,71,373000
2,1.5,1660,4680,1,0,830,830,1908,0,122052,52.7434,-114.578,1930,2,79,368000
2,1,700,2334,1,0,700,0,1945,0,122007,52.931,-114.58,2300,3,50,367000
4,2.75,2070,9300,1,0,1120,950,1945,0,122014,52.9716,-114.51,1010,3,67,366500
3,1,1290,189486,1,0,1290,0,1960,0,122023,52.5656,-114.347,2370,3,55,359950
3,2.25,1640,7200,2,0,1640,0,1985,0,122030,52.8248,-114.343,1830,2,76,350000
4,2.5,1830,8601,2,0,1830,0,2003,0,122024,52.5876,-114.206,1830,1,63,339000
4,2,1580,7800,2,0,1580,0,1906,0,122054,52.8148,-114.492,1190,2,52,333000
3,2.5,2680,7757,2,0,2680,0,1990,0,122018,52.5218,-114.536,2430,2,50,320000
4,1.75,2310,8045,1,0,1650,660,1976,0,122046,52.6869,-114.355,1790,1,75,319950
3,1,1370,7500,1,0,1370,0,1960,0,122041,52.8799,-114.105,1160,2,73,307000
3,1.75,1610,12247,1,0,1610,0,1981,0,122046,52.6776,-114.314,2010,2,52,305000
5,3,2100,9752,1,0,1200,900,2007,0,122040,52.5641,-114.494,1270,3,63,298450
3,2.75,2170,7900,1,0,1380,790,1978,0,122066,52.592,-114.467,2170,2,71,296500
4,2.5,1700,7280,2,0,1700,0,1988,0,122067,52.6345,-114.361,1950,3,74,290000
5,1.5,2120,7700,1.5,0,2120,0,1962,0,122046,52.6899,-114.362,1730,1,68,290000
4,1.75,2080,13629,1,0,1040,1040,1955,0,122063,52.7166,-114.422,1780,1,80,285000
1,1.5,810,3211,2,0,810,0,1982,0,122010,52.9239,-114.374,1320,2,61,285000
3,2.5,1270,9675,2,0,1270,0,1993,0,122025,52.6939,-113.934,1270,3,66,280000
3,2.5,1720,1916,2,0,1720,0,2005,0,122015,52.7195,-114.356,1760,3,69,280000
2,1,1120,9912,1,0,1120,0,1980,0,122069,52.6035,-114.62,1540,2,69,256500
4,1.5,1310,8250,1,0,1060,250,1953,0,122060,52.655,-114.522,1260,2,77,251200
3,2.25,1580,7941,2,0,1580,0,1986,0,122018,52.5143,-114.547,1730,2,60,247000
2,2,1470,3128,2,0,1470,0,2005,0,122024,52.579,-114.211,1180,2,54,241000
2,1,910,9612,1,0,910,0,1981,0,122046,52.6597,-114.342,1410,3,56,225000
2,2.25,1610,2040,2,0,1610,0,1979,0,122053,52.748,-114.384,1950,2,64,215000
3,1,970,7275,1,0,970,0,1970,0,122067,52.6306,-114.378,1750,2,52,215000
3,1,1080,21043,1,0,1080,0,1942,0,122034,52.7815,-114.547,1380,1,70,210000
2,1,930,4743,1,0,930,0,1942,0,122053,52.7266,-114.377,930,2,61,141800
3,1,950,7620,1,0,950,0,1954,0,122034,52.7478,-114.536,1260,2,79,137000
2,1,680,5000,1,0,680,0,1941,0,122070,52.699,-114.488,1340,3,52,110700
4,3.5,4460,16953,1,0,2550,1910,1962,1994,122071,52.8638,-114.422,1980,2,79,1800000
4,3.75,3300,4545,1.5,4,2600,700,1926,1999,122004,52.8861,-114.464,3300,3,59,1740000
3,1.75,3400,8965,1,2,1820,1580,1957,0,122004,52.8869,-114.463,3200,1,67,1690000
4,3.5,4380,74052,1,0,4380,0,2001,0,122045,52.8887,-114.199,5170,2,55,1300000
4,2,2850,7861,1,4,1450,1400,1970,0,122007,52.9295,-114.587,2810,3,52,1280000
4,3.5,4560,16643,1,3,2230,2330,1995,0,122027,52.7821,-114.305,4060,2,57,1210000
6,3,2880,3192,2,0,2180,700,1919,0,122028,52.8806,-114.522,1870,3,67,1130000
3,2,2390,6888,2,1,2390,0,1939,0,122006,52.9139,-114.464,2390,1,66,1100000
4,2.75,2620,13777,1.5,2,1720,900,1926,0,122054,52.81,-114.475,3530,2,72,978000
4,3.5,3120,5086,2,0,2480,640,2008,0,122006,52.9062,-114.478,1880,3,75,953007
4,2.25,2260,41984,1,0,2260,0,1967,0,122010,52.8922,-114.361,2650,3,70,925000
4,2.25,3500,13875,1,4,1830,1670,1938,0,122052,52.7383,-114.578,2960,3,76,879950
4,2.75,3160,8097,2,0,3160,0,2014,0,122010,52.9009,-114.356,2200,1,65,860000
3,1.5,1570,1050,2,0,1570,0,1915,0,122061,52.8658,-114.546,2070,2,74,792000
4,3.5,3070,4684,2,0,2190,880,2009,0,122012,52.7616,-114.266,2290,3,57,785000
3,2.25,1640,1204,3,0,1640,0,2014,0,122047,52.8496,-114.487,1630,1,77,772000
4,2.25,2560,12100,1,0,1760,800,1976,0,122005,52.861,-114.298,2240,3,76,765000
4,1.75,2450,13300,1,2,1630,820,1987,0,122027,52.7864,-114.32,3150,2,70,760000
6,2,2150,4505,1,0,1270,880,1952,0,122003,52.8814,-114.559,1740,2,54,755000
3,2.5,2770,10773,2,2,2770,0,1992,0,122029,52.8054,-114.31,2530,2,63,749950
4,2.5,3230,7331,2,0,3230,0,2004,0,122020,52.8123,-114.16,3480,2,62,730000
2,1,1790,4000,1,0,1040,750,1923,0,122047,52.8705,-114.491,1310,3,80,710000
4,1,1680,4021,1.5,0,1680,0,1921,0,122028,52.8963,-114.522,1710,2,66,700000
4,2.5,2650,7945,2,0,2650,0,2006,0,122022,52.9413,-114.486,1200,1,58,699000
4,3,2690,28300,1,0,2690,0,1954,1999,122031,52.6758,-114.533,2820,2,73,675000
3,2.25,1990,10260,2,0,1990,0,1987,0,122005,52.9101,-114.305,1990,1,72,675000
4,2.5,2150,12028,2,0,2150,0,1982,0,122005,52.9524,-114.291,1800,1,78,639000
4,2.5,3550,8048,2,0,3550,0,2007,0,122008,52.7722,-114.078,3920,2,58,625000
3,2.5,2480,9041,2,0,2480,0,2004,0,122045,52.9097,-114.225,2480,3,51,620000
3,2.5,1700,4105,2,0,1700,0,1992,0,122044,52.8378,-114.482,1880,2,65,619500
4,2.75,2820,13193,1,0,1860,960,1965,0,122027,52.7879,-114.364,2580,3,60,615000
3,2.5,2660,4975,2,0,2660,0,2014,0,122051,52.7787,-114.462,1840,2,78,599950
5,2.25,2890,12478,2,0,2890,0,1977,0,122019,52.8595,-114.242,2570,3,78,598000
4,1.75,1280,6060,1,0,860,420,1926,0,122007,52.9105,-114.554,1490,1,53,575000
2,1.75,1540,4025,1,0,1190,350,1908,0,122009,52.8176,-114.581,1950,2,65,570000
3,2.5,3050,158558,1,0,3050,0,1987,0,122042,52.6626,-114.398,2960,2,52,555000
3,2.5,2830,5802,2,0,2830,0,2001,0,122058,52.9905,-114.424,2500,3,66,551000
3,1.5,1540,4773,2,0,1540,0,1941,2009,122064,52.7978,-114.568,1540,3,78,525000
4,3.5,2680,10000,2,0,2040,640,1942,2014,122022,52.956,-114.486,1530,1,71,520000
4,2,1820,9350,1,0,1820,0,1967,0,122005,52.8588,-114.288,2260,3,63,519900
4,2.5,2670,8765,2,0,2670,0,2006,0,122015,52.7176,-114.336,2880,1,50,515000
3,2,2020,8118,1,0,1020,1000,1963,0,122029,52.8166,-114.308,1670,2,74,507500
3,2.5,1210,1200,3,0,1210,0,2008,0,122028,52.8843,-114.535,1210,2,50,500000
5,3.5,3200,43560,2,0,3200,0,1989,0,122015,52.705,-114.283,2730,2,79,499950
4,1.75,2090,4300,1.5,0,1250,840,1925,0,122016,52.7855,-114.587,1670,3,53,494000
3,1,1910,8190,1,0,1010,900,1946,0,122007,52.927,-114.555,1600,3,59,490000
5,3.5,4460,2975,3,2,3280,1180,2015,0,122003,52.8613,-114.56,2490,1,59,490000
2,1.75,1480,5120,1,0,840,640,1951,0,122009,52.788,-114.582,1090,3,55,483945
4,2.75,2050,3960,1,0,1180,870,1986,0,122009,52.8108,-114.584,1440,2,59,480000
3,2.5,1260,889,3,0,1260,0,2008,0,122061,52.8577,-114.535,1340,1,75,479000
4,1.75,1650,7775,1,0,1150,500,1950,0,122038,52.945,-114.544,1390,2,55,475000
3,2.25,1270,1213,2,0,1040,230,2005,0,122026,52.9036,-114.565,1410,3,63,467000
1,2.25,2140,10350,1,0,1470,670,1976,0,122021,52.9652,-114.36,1980,1,63,458000
4,1,1210,3760,1.5,0,1210,0,1900,0,122028,52.9172,-114.534,1540,3,52,452000
3,1.5,2060,44866,1,0,2060,0,1953,0,122037,52.9803,-114.241,2320,3,64,450000
2,1.75,1300,4000,2,0,1300,0,1948,0,122004,52.8987,-114.478,1350,2,52,440000
3,1.5,1270,1443,3,0,1270,0,2007,0,122006,52.929,-114.507,1270,3,59,440000
3,2,2010,251341,2,0,1510,500,2003,0,122055,52.9716,-114.1,1780,2,78,439000
3,1.75,1200,4500,1,0,1200,0,1906,0,122059,52.7853,-114.506,1340,1,76,430000
4,2.5,2800,8494,2,0,2800,0,2004,0,122024,52.5821,-114.199,3740,3,79,426000
4,1.75,1940,6909,1,0,970,970,1941,0,122038,52.9408,-114.542,1460,3,80,423000
2,1,1050,60113,1,0,1050,0,1943,0,122039,52.5526,-114.477,1380,1,60,415000
3,2.25,1970,2377,2,0,1680,290,2008,0,122059,52.7931,-114.487,1690,3,75,415000
3,2.5,1800,3168,2,0,1800,0,2014,0,122008,52.7642,-114.031,1800,3,79,409316
5,2.5,2430,4781,2,0,2430,0,2001,0,122046,52.6787,-114.307,2420,2,64,405000
2,1,1730,6375,2,0,1730,0,1945,0,122064,52.7657,-114.558,1180,3,54,396675
3,1.5,1080,2940,1.5,0,1080,0,1920,0,122006,52.9132,-114.494,1400,3,61,395000
4,2.25,1770,14258,1,0,1190,580,1965,0,122046,52.6713,-114.341,2490,2,65,390000
4,1,1320,4440,1.5,0,1320,0,1929,0,122044,52.8445,-114.485,1260,3,66,387500
2,2.25,1230,1280,2,0,960,270,2012,0,122054,52.8242,-114.488,1130,2,73,387000
3,1.5,1490,9630,1,0,1490,0,1959,0,122058,52.9923,-114.446,1960,2,74,385000
3,2.5,1700,4000,2,0,1700,0,2003,0,122008,52.7627,-114.061,1700,1,64,384000
4,3,2800,9764,2,0,2800,0,2002,0,122024,52.5843,-114.202,3610,1,56,380000
3,1.75,1690,1468,2,0,1380,310,2008,0,122059,52.793,-114.487,1690,3,71,380000
2,1,1150,4000,1,0,1150,0,1947,0,122032,52.8875,-114.584,1150,3,70,376000
4,1.75,1590,10523,2,0,1590,0,1922,0,122038,52.9658,-114.532,1610,3,51,372500
4,2.25,2220,6953,2,0,2220,0,1999,0,122024,52.5809,-114.231,2240,3,50,350000
5,3.5,2800,5120,2.5,0,2800,0,1903,2005,122044,52.8359,-114.5,1780,3,52,345600
3,1.5,1240,11200,1,0,1240,0,1954,0,122027,52.8016,-114.328,1240,1,56,345000
3,1,1060,10050,1,0,1060,0,1967,0,122058,52.9655,-114.421,1570,1,54,335000
2,1,860,8308,1,0,860,0,1948,0,122052,52.7375,-114.567,1310,1,76,330000
3,1,1180,43124,1,0,1180,0,1959,0,122012,52.7578,-114.253,1410,2,68,330000
4,2.5,2303,3680,2,0,2303,0,2013,0,122039,52.4899,-114.473,2303,3,80,329995
3,2.5,2170,4905,2,0,2170,0,2004,0,122024,52.5803,-114.229,2300,1,63,329900
4,2.5,1600,6765,1,0,830,770,1947,2011,122034,52.7769,-114.555,1600,3,78,329000
6,3,1880,7200,1,0,1880,0,1966,0,122053,52.7329,-114.378,1540,3,63,326000
4,2.25,1870,9680,1,0,1170,700,1959,0,122033,52.9457,-114.424,2000,2,63,325000
3,1.75,1480,7225,1,0,1480,0,1965,0,122053,52.743,-114.375,1430,2,55,320000
3,2.25,1400,31626,1,0,1140,260,1987,0,122023,52.5329,-114.259,1680,2,52,315000
2,1,790,6969,1,0,790,0,1955,1984,122005,52.9278,-114.354,1380,1,75,315000
3,1,1092,7500,1.5,0,1092,0,1918,0,122034,52.7621,-114.544,930,1,57,309000
2,2.5,1590,2656,2,0,1220,370,2009,0,122034,52.7789,-114.554,1590,3,74,305000
3,1,1090,9900,1,0,1090,0,1955,0,122005,52.9055,-114.35,1720,2,61,300000
3,1,2120,7735,1,0,1060,1060,1967,0,122015,52.7169,-114.313,1010,2,66,300000
6,5.25,2860,5682,2,0,2860,0,1978,0,122072,52.533,-114.411,1390,1,67,300000
3,1,910,8000,1,0,740,170,1950,0,122050,53.0046,-114.568,2090,3,76,299950
3,1.75,1560,9788,1,0,1560,0,1964,0,122063,52.7176,-114.416,1840,1,62,291000
3,1.75,1280,10716,1,0,1280,0,1969,0,122015,52.7055,-114.335,1440,1,79,290000
3,2.5,2090,4700,2,0,2090,0,2002,0,122035,52.6024,-114.294,2740,1,64,289000
4,2.5,1860,6687,1,0,1220,640,1983,0,122067,52.6346,-114.376,1860,2,59,288400
2,1,870,5340,1.5,0,870,0,1906,0,122054,52.8149,-114.492,1190,2,50,271310
2,1,790,8424,1,0,790,0,1953,0,122038,52.9811,-114.542,1470,1,69,268500
3,1.75,1570,7775,2,0,1570,0,1982,0,122067,52.6176,-114.406,1580,3,71,263000
4,2.5,1990,6671,2,0,1990,0,1989,0,122018,52.5378,-114.548,1862,1,63,260000
3,2,1490,7770,1,0,1490,0,1990,0,122035,52.5986,-114.28,1540,2,69,259900
3,1,1320,8625,1,0,1320,0,1957,0,122053,52.7202,-114.369,1370,1,73,259000
4,2,1960,7560,1,0,1160,800,1978,0,122067,52.6381,-114.368,1950,1,79,250000
4,1.5,2500,6300,1,0,1500,1000,1961,0,122066,52.6081,-114.474,1720,2,79,250000
2,1,1770,5522,1.5,0,960,810,1943,0,122063,52.7274,-114.421,1830,2,78,243000
3,1.5,1650,9936,1,0,1090,560,1967,0,122040,52.5585,-114.518,1560,3,74,219950
4,1.75,2180,28710,1,0,1180,1000,1950,0,122043,52.635,-114.478,2180,2,63,210000
4,2,1700,6025,1,0,1700,0,1978,0,122072,52.5329,-114.411,1320,3,77,206000
3,1,1050,5000,1,0,1050,0,1967,0,122053,52.7223,-114.355,1050,2,64,200000
1,1,820,1060,1,0,760,60,2007,0,122064,52.7772,-114.562,1770,2,74,194000
2,1,950,7692,1,0,950,0,1926,0,122056,52.7209,-114.488,1820,2,77,192500
3,1.75,1140,9628,1,0,1140,0,1969,0,122018,52.5233,-114.562,1510,2,58,120750
5,4.75,5305,8401,2,2,3745,1560,2005,0,122010,52.9164,-114.405,2960,1,68,2700000
3,3.25,3690,7200,2,0,3690,0,2007,0,122010,52.9115,-114.39,1880,3,53,1580000
3,2.5,4460,26027,2,0,4460,0,1992,0,122010,52.8873,-114.363,3770,2,56,1550000
4,3.25,3660,5800,2.5,0,3360,300,1909,1995,122047,52.8583,-114.502,3240,3,76,1510000
4,2.5,3240,3600,2,0,2060,1180,2008,0,122061,52.8705,-114.546,1820,3,79,1220000
3,2.25,2760,40946,2,0,2760,0,1978,0,122049,52.8801,-114.354,3030,1,61,1190000
4,3.25,3810,8519,1,1,2680,1130,2007,0,122010,52.929,-114.397,3240,3,67,1130000
2,1.75,1890,8400,2,0,1890,0,1987,0,122048,52.8444,-114.401,2180,1,78,1070000
3,4,3880,13095,2,3,3700,180,2009,0,122033,52.9296,-114.423,3880,1,72,1030000
4,2.75,2290,6120,2,0,2170,120,1926,0,122006,52.9046,-114.517,1910,1,58,1000000
5,4,4850,36450,2,0,4850,0,1977,0,122049,52.8726,-114.348,3850,1,79,975000
4,3.25,2790,5420,1,3,1130,1660,1963,2013,122050,52.9998,-114.576,2530,2,55,970000
5,3.75,5330,6000,2,2,3570,1760,2006,0,122012,52.7701,-114.263,4420,3,50,950000
5,3,2876,13927,1,2,1970,906,1973,0,122057,52.7828,-114.419,3500,2,59,895000
4,2.75,3488,9614,2,0,3488,0,1998,0,122019,52.8355,-114.203,3600,3,76,815000
4,2.75,2830,13059,2,0,2830,0,1998,0,122020,52.825,-114.176,3840,3,68,744000
3,2.5,2020,1159,3,3,2020,0,2000,0,122028,52.8917,-114.546,1920,2,51,720000
4,2.5,3400,247421,2,0,3400,0,2001,0,122062,52.5923,-114.161,3180,3,65,712000
4,2.5,3010,46173,2,0,3010,0,1996,0,122045,52.8771,-114.154,2590,3,71,700000
4,3.25,2780,7875,2,0,2780,0,2006,0,122038,52.9594,-114.542,1000,1,66,700000
4,2.75,2550,8632,1,0,1700,850,1972,0,122010,52.8777,-114.387,2550,3,51,691000
4,2.5,2340,6420,1,2,1590,750,1964,0,122050,53.0028,-114.576,2110,1,75,668750
4,3.5,2350,13402,2,3,1670,680,1994,0,122010,52.9247,-114.38,2250,2,61,655000
4,2.25,2750,6180,1,0,1500,1250,1948,0,122051,52.7991,-114.474,1740,1,54,635000
4,2.5,2630,48706,2,0,2630,0,1986,0,122021,53.005,-114.315,2680,3,75,625000
4,2.75,2450,14803,2,0,2450,0,1988,0,122015,52.7561,-114.352,2330,1,57,619420
4,2.5,2360,5226,2,0,2360,0,2001,0,122033,52.942,-114.419,2440,2,51,600000
