number of bedrooms,number of bathrooms,living area,lot area,number of floors,number of views,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,living_area_renov,Number of schools nearby,Distance from the airport,Price
4,3,3090,6744,2,4,3090,0,1923,2015,2020,2,80,850000
4,2,2410,6000,1,0,1410,1000,1950,0,1760,3,68,805000
4,2,2350,8001,2,0,2350,0,1987,0,2460,3,69,770000
4,2,2930,18199,2,0,2930,0,1998,0,2930,3,51,749000
3,2,2000,3207,1,0,1100,900,1916,0,1460,3,56,677000
4,2,2600,17388,2,0,2600,0,1996,0,2950,1,63,665000
3,2,2450,4332,2,0,2450,0,2010,0,2450,1,64,660000
3,2,2670,10496,2,0,2670,0,1989,0,2490,3,51,657500
4,1,2740,8520,1,2,1370,1370,1954,0,2740,2,74,657000
4,2,2860,12394,2,0,2860,0,1999,0,3070,1,65,655000
4,1,2260,7005,1,1,1130,1130,1947,0,2330,3,66,648360
4,2,3240,13978,1,0,1860,1380,1977,0,3150,2,63,635700
3,1,2060,12558,1,0,1350,710,1984,0,1850,2,61,625000
4,2,2980,8107,2,0,2980,0,2000,0,2750,3,76,622500
4,2,2750,14982,1,3,1720,1030,1981,0,2860,1,51,604700
3,1,1650,5100,1,0,1040,610,1908,0,1540,2,56,600000
4,3,2170,8240,1,0,1370,800,1968,0,2020,3,71,592500
4,1,3000,42200,1,3,1500,1500,1950,0,2500,2,53,585000
4,2,2350,8140,1,0,1430,920,1977,0,2640,3,52,555000
3,2,1670,1596,2,0,1220,450,2002,0,1670,2,53,505000
2,1,2860,59612,1,4,1510,1350,1948,2003,2720,2,52,503000
2,1,1560,1750,1,0,780,780,1904,0,1850,1,78,494400
4,2,1640,5000,2,0,1640,0,1907,1983,1240,1,70,492000
5,2,2230,9600,1,0,1320,910,1978,0,2080,1,66,482000
4,2,3250,34293,2,0,3250,0,1983,0,3110,2,51,480000
3,2,1820,8008,1,0,1240,580,1981,0,2030,3,60,475000
3,2,1470,1578,2,0,1090,380,2007,0,1470,2,64,432000
3,2,2200,14925,1,0,1100,1100,1982,0,1520,1,72,432000
3,3,1900,1612,2,0,1430,470,2008,0,1780,1,68,431500
4,3,3220,8936,2,0,2450,770,1990,0,2810,2,76,430000
2,2,1520,1588,2,0,1240,280,2007,0,1660,2,71,430000
3,2,1950,7221,1,0,1950,0,2006,0,2310,1,59,408000
3,1,1040,6250,1,0,1040,0,1942,0,1770,2,77,400000
2,1,590,10945,1,0,590,0,1983,0,2020,2,64,398000
4,2,3140,8060,2,0,3140,0,1991,0,3000,2,75,389950
3,1,1250,7300,1,0,1250,0,1956,0,1540,3,56,385000
2,2,1230,987,2,0,1060,170,2011,0,1290,1,66,380000
5,3,2420,4670,2,0,2420,0,2013,0,1430,3,51,380000
2,1,800,3330,1,0,800,0,1918,0,1300,3,55,373500
4,2,3150,67518,1,0,2250,900,1965,0,2210,3,57,370000
3,1,1100,4046,1,4,1100,0,1922,0,2550,1,66,361000
3,1,1360,885,3,0,1360,0,2008,0,1360,1,74,359000
2,1,1060,16470,1,0,1060,0,1977,0,1790,1,55,356000
3,2,1280,959,3,0,1280,0,2005,0,1130,2,64,355000
2,1,1060,1600,2,0,1060,0,1979,0,1360,3,51,353250
1,1,550,1279,2,0,550,0,2008,0,1460,2,59,353000
4,2,2052,3723,2,0,2052,0,2014,0,2052,1,73,349900
3,1,1220,7876,1,0,1220,0,1966,0,1340,2,59,348580
3,1,1070,6109,1,0,1070,0,1951,0,1170,1,62,337000
5,2,2000,7900,1,0,1300,700,1986,0,2000,3,58,330000
4,3,3150,6202,2,0,3150,0,2005,0,2950,3,53,330000
3,2,1750,7208,2,0,1750,0,1994,0,2050,3,72,324000
3,2,1347,1292,3,0,1347,0,2010,0,1480,1,64,321000
3,2,1110,10500,1,0,1110,0,1978,0,1230,3,53,320000
3,2,998,844,2,0,798,200,2007,0,998,3,76,320000
2,1,1070,5824,1,2,1070,0,1949,0,2090,3,55,319950
3,1,2320,7500,1,0,2320,0,1976,0,1480,1,66,307000
4,1,2200,169448,1,0,1400,800,1942,0,1520,2,76,305000
3,3,1860,7440,1,0,1040,820,1954,0,1490,1,73,301350
6,2,2040,10812,1,0,2040,0,1943,0,1440,1,53,300000
5,2,2760,6000,2,0,2760,0,2006,0,1360,1,66,300000
4,2,980,10640,1,0,980,0,1978,0,1230,2,66,295000
1,0,1170,14149,1,0,880,290,1962,0,1130,1,57,275000
4,3,1990,6180,2,0,1990,0,1990,0,1910,3,73,273000
2,1,840,867,2,0,840,0,2005,0,840,3,78,270000
3,2,1550,3569,2,0,1550,0,2011,0,2095,1,50,259000
4,2,2570,7264,2,0,1720,850,1998,0,2420,2,53,254500
2,1,940,8532,1,0,940,0,1959,0,1050,1,79,249950
4,2,1580,8000,1,0,1040,540,1967,0,1550,2,78,245000
4,2,1980,7403,2,0,1980,0,1988,0,1980,2,60,243500
4,2,1720,8300,1,0,1720,0,1973,0,2010,1,53,240000
2,1,740,11250,1,0,740,0,1938,0,1390,2,68,235750
3,1,910,6000,1,0,910,0,1956,0,1090,2,72,219900
3,1,870,5330,1,0,870,0,1969,2014,840,3,71,180000
2,1,1400,4500,1,0,900,500,1922,0,1400,1,74,180000
4,1,1740,7292,1,0,1020,720,1962,0,1740,3,73,180000
2,2,1160,2174,2,0,1160,0,1998,0,1380,3,64,168000
2,1,820,10270,1,0,820,0,1954,0,1670,2,75,150000
4,3,4390,11600,2,3,3060,1330,1990,0,3240,2,76,1610000
4,3,3370,5432,1,3,1860,1510,1988,0,2730,1,69,1330000
4,3,4740,172497,2,0,4740,0,2003,0,2120,1,53,1200000
3,4,4380,42769,2,0,4380,0,1983,0,3630,3,60,1050000
4,3,3680,5854,1,3,2060,1620,1967,0,3140,2,67,980000
5,3,3400,7452,2,0,3400,0,1999,0,2650,3,76,950000
4,2,2840,13367,1,0,1420,1420,1952,0,2840,1,54,945000
4,2,2530,9200,1,0,1570,960,1976,0,3030,3,60,902000
3,3,4080,217697,1,3,4080,0,2000,0,2710,3,76,900000
4,3,4220,196817,2,0,4220,0,1993,0,2500,1,76,799950
4,2,3500,7200,2,0,3500,0,2005,0,3920,3,67,788600
4,2,2380,9614,2,0,2380,0,1991,0,2560,1,79,782000
3,2,2390,9157,2,0,2390,0,1984,0,2360,2,55,735000
4,2,2560,36601,2,0,2560,0,1987,0,2790,3,51,675000
4,2,1590,6750,1,0,1590,0,1951,0,2370,1,63,670500
3,2,1800,9550,1,0,1320,480,1966,0,1890,2,66,665000
3,1,1240,3600,1,0,1240,0,1926,0,1660,2,69,662990
4,4,2290,6250,1,0,1690,600,1940,0,1920,3,79,661254
4,2,2250,5700,1,0,1200,1050,1951,0,1720,2,71,648475
3,1,1620,3975,1,0,940,680,1926,0,1320,2,52,641000
3,2,2600,10092,1,0,2600,0,1984,0,2440,3,75,625000
3,1,1230,8114,1,0,1230,0,1951,0,2220,1,64,607000
3,1,1500,3920,1,0,1000,500,1947,0,1640,2,57,606000
3,2,1960,5562,1,0,1410,550,1926,0,2040,1,80,599000
2,1,1030,4500,1,0,830,200,1924,0,1250,3,55,595000
3,2,1670,4572,1,0,1670,0,1931,0,1480,1,78,585000
3,2,1620,1173,3,4,1470,150,2008,0,1620,1,74,580000
5,2,3840,16905,2,0,3840,0,1991,0,3270,1,73,556000
4,2,3510,12905,1,2,2210,1300,1965,1982,2530,2,50,554820
3,1,1430,5000,1,0,1080,350,1919,0,1630,2,75,552000
3,2,2510,5400,2,0,2510,0,1992,0,1840,1,51,550000
3,2,1830,9152,1,0,1830,0,1959,0,1770,2,63,550000
4,3,2830,213879,2,0,2830,0,1987,0,2250,3,55,549900
3,2,2210,7620,2,0,2210,0,1994,0,1920,1,68,535000
4,1,1814,5000,1,0,944,870,1951,0,1290,1,51,530000
1,0,820,59677,1,0,820,0,1999,0,1590,1,50,527550
3,1,1680,3420,1,0,960,720,1992,0,1680,1,60,526000
2,1,1680,6500,1,0,1140,540,1941,0,1610,2,51,515000
2,2,1140,8282,1,0,1140,0,1924,2009,1650,1,57,498000
3,1,1280,2580,1,0,1280,0,1910,2014,1410,2,76,478000
3,1,1620,8645,1,0,1190,430,1973,0,2010,1,63,467100
4,2,2430,20720,1,0,2430,0,1967,0,2580,3,76,465425
3,1,1120,5500,1,0,1120,0,1925,0,1490,3,62,464600
3,1,1300,2580,1,0,820,480,1919,0,1180,3,70,462000
3,1,1670,4005,1,0,1170,500,1939,0,1240,1,55,460000
3,2,1560,4080,2,0,1560,0,1923,1982,1900,1,74,449950
3,2,1630,8702,1,0,1630,0,1987,0,2250,1,68,445000
4,2,2560,10400,1,0,1280,1280,1965,0,1740,2,70,440000
4,2,2380,12067,2,0,2380,0,2002,0,2330,1,50,439950
4,1,1830,9600,1,0,1010,820,1966,0,1910,2,53,433000
3,1,1110,9762,1,0,1110,0,1963,0,1900,3,54,416000
3,2,1650,9641,1,0,1650,0,1983,0,1940,1,76,410000
4,3,4060,35621,1,0,2030,2030,1989,0,2950,3,65,404000
3,2,1540,1827,2,0,1540,0,2005,0,1540,2,59,402000
3,1,2420,12676,2,0,2420,0,1911,1986,1210,3,64,399500
4,2,2440,7155,2,0,2440,0,1993,0,2450,1,73,388000
3,1,1800,5612,1,0,1200,600,1942,0,1450,3,76,383000
2,1,800,6380,1,2,800,0,1940,0,920,2,79,379000
5,1,2120,8399,1,0,1320,800,1942,0,2120,2,56,377691
2,2,750,1468,2,0,750,0,2006,0,1320,2,75,375000
3,2,1270,1323,3,0,1270,0,2006,0,1330,2,79,360000
3,2,1220,1186,3,0,1220,0,2007,0,1280,3,56,355000
3,2,1370,78408,1,0,1370,0,1964,0,1620,3,50,354800
3,1,1010,11244,1,0,1010,0,1947,0,1220,1,61,350000
4,2,1750,8476,1,0,1240,510,1983,0,1660,1,77,335000
4,2,2210,6080,1,2,1410,800,1965,0,2210,1,78,334000
3,1,1920,6862,1,2,1120,800,1952,0,2000,2,70,325000
2,1,780,13500,1,0,780,0,1946,1989,2200,3,55,306000
4,2,1960,9898,2,0,1960,0,2001,0,2130,2,66,300000
2,1,1340,7788,1,2,1340,0,1947,0,2550,3,70,300000
4,1,1930,15531,2,0,1930,0,1979,0,1580,1,80,275000
3,1,1620,7540,1,0,1310,310,1988,0,1580,1,70,258000
3,2,1490,8371,1,0,1490,0,1984,0,1350,1,57,255000
4,1,1450,8960,1,0,1450,0,1943,0,1160,3,55,244000
4,2,1810,39639,1,0,1230,580,1970,0,1810,3,77,235000
2,1,1140,1730,1,0,1010,130,2007,0,1360,2,54,235000
2,1,1300,11867,1,0,1300,0,1975,0,820,2,53,225000
3,1,960,9633,1,0,960,0,1982,0,1080,3,66,218000
4,1,1350,11507,1,0,1350,0,1966,0,1320,1,60,200000
2,1,1300,44431,1,0,1300,0,1958,0,1470,1,69,175000
3,1,1700,8645,1,0,1700,0,1955,0,1500,3,58,149000
3,1,1080,10500,1,0,1080,0,1967,0,1200,2,67,132500
2,1,580,7500,1,0,580,0,1943,0,1700,2,65,90000
1,0,430,5050,1,0,430,0,1912,0,1200,3,71,80000
5,4,4580,4443,3,4,4580,0,2004,0,2710,2,69,2000000
4,4,5584,68257,2,0,5584,0,1998,0,5030,3,67,1680000
4,2,3670,7000,2,0,3670,0,2005,0,3680,3,59,820000
2,1,1010,4320,1,0,1010,0,1924,0,1680,2,54,501000
3,2,1740,5782,2,0,1740,0,1989,0,2080,1,62,496700
3,1,1370,3000,1,0,1370,0,1924,0,1510,2,56,479000
3,2,2460,4399,2,0,2460,0,2007,0,2060,2,59,440500
4,1,1960,9300,1,0,1340,620,1979,0,1500,2,66,372000
4,1,2670,10026,2,0,2670,0,1996,0,2420,1,57,347000
3,1,1260,6908,1,0,1260,0,1994,0,1810,3,75,245000
2,1,720,7200,1,0,720,0,1943,0,970,1,74,199000
3,3,2980,28000,1,0,1820,1160,1981,0,2570,1,76,675000
3,2,1620,7410,1,0,1620,0,1955,0,1450,2,50,355300
4,3,2630,3435,1,3,1640,990,1984,0,1920,1,62,325000
3,2,1560,4200,2,0,1560,0,2003,0,1560,3,68,295000
3,1,1570,8459,1,0,1570,0,1991,0,1650,2,54,195000
3,2,2130,35169,1,0,2130,0,1989,0,2860,1,62,880000
4,2,2700,8810,2,0,2700,0,2004,0,2730,1,61,690000
2,1,2730,19877,1,0,1570,1160,1976,0,1450,2,64,460000
3,1,1690,1468,1,0,1140,550,1956,0,1840,2,53,379950
3,2,1780,4050,2,0,1780,0,2001,0,1571,2,57,370000
4,2,2100,3916,2,0,2100,0,2009,0,2100,1,78,346000
3,1,1140,5000,1,0,1140,0,1960,0,1140,3,75,276000
3,1,1140,8800,1,0,1140,0,1972,0,1270,2,69,172500
4,3,4060,13000,2,3,4060,0,2000,0,3220,2,51,1800000
5,4,4590,14685,2,0,4590,0,2009,0,3030,3,59,1710000
4,3,3080,4815,2,3,2300,780,1937,2009,2910,2,57,1660000
3,3,3790,19000,2,4,3790,0,1985,0,2740,1,52,1600000
4,3,3070,5850,2,0,2400,670,1927,0,2940,3,75,1570000
4,3,3160,9525,2,0,3160,0,1997,0,2400,3,79,1380000
4,3,5940,11533,2,4,4950,990,2004,0,4240,2,64,1150000
3,2,2640,4050,1,0,1750,890,1926,0,1920,1,79,1100000
4,2,2920,7200,1,3,1470,1450,1921,2006,3210,2,68,1050000
3,2,2510,6339,1,2,1810,700,1932,0,1820,3,63,994000
5,3,3480,15185,2,0,3480,0,1964,0,3030,3,58,970000
3,3,3250,5797,2,2,2370,880,1951,0,1840,1,52,967500
5,4,3720,15200,2,0,3720,0,2005,0,4100,3,80,960000
4,2,2290,10687,2,0,2290,0,1978,0,2290,3,53,949880
4,3,3720,29043,2,0,3720,0,1991,0,1610,2,65,857000
4,2,1850,50662,1,0,1430,420,1978,0,2090,1,63,830000
4,2,2680,7200,1,0,1380,1300,1952,2013,1950,3,78,800000
3,3,2520,2152,1,0,1560,960,1925,2006,1140,1,76,780000
4,2,3330,7399,2,0,3330,0,2009,0,2640,1,59,760000
3,2,2610,7256,2,0,2610,0,2014,0,2610,1,68,754950
2,2,1880,5400,1,0,1880,0,1902,0,1590,1,62,751750
5,2,3390,5211,2,0,3390,0,2004,0,3210,1,54,735000
3,2,2330,1987,2,4,1410,920,2004,0,2640,1,63,732000
3,2,1840,4750,1,0,1010,830,1951,0,1760,2,73,730001
4,2,2740,12899,2,0,2740,0,1990,0,2830,1,50,725000
3,1,2500,4774,1,2,1450,1050,1940,0,1300,3,72,725000
2,2,2160,5581,1,0,2160,0,2002,0,2315,1,73,715000
4,3,3000,4000,1,3,1970,1030,1913,2014,1900,2,66,688000
3,2,2810,7700,2,0,2810,0,2001,0,2910,2,69,685000
3,2,2540,7680,2,1,2540,0,1940,2001,2490,1,76,675000
3,3,2710,3475,2,0,1650,1060,2005,0,2440,3,72,627000
3,2,2370,217800,2,0,2370,0,1979,0,3100,3,79,587000
3,1,1850,7735,1,0,1850,0,1983,0,2220,3,58,585000
3,1,1930,36210,1,0,1930,0,1977,0,1930,1,69,570000
5,4,4850,40902,2,0,4850,0,2001,0,1640,1,79,569950
4,4,1960,3565,2,0,1960,0,1940,2003,1920,2,74,540000
2,1,1040,5527,1,0,1040,0,1951,0,2080,1,75,535000
4,2,2340,5600,2,0,2340,0,1921,2013,1310,3,60,535000
3,1,1210,3328,1,0,1210,0,1924,0,1640,2,71,529000
3,1,2310,78844,1,0,1760,550,1977,0,2830,1,58,527500
5,3,2750,3800,1,0,1750,1000,1926,0,1900,1,72,525000
4,2,3200,6473,2,0,3200,0,2005,0,2480,1,66,515000
3,2,1760,4539,2,0,1760,0,1988,0,1960,3,51,500000
3,3,1820,1501,2,0,1430,390,2014,0,1550,3,79,499950
4,2,1940,9144,1,0,1430,510,1956,0,1460,2,75,495000
3,2,1750,1548,3,0,1750,0,2013,0,1750,1,50,495000
3,2,1590,2550,3,0,1590,0,1985,0,1260,1,67,488000
3,1,1150,4945,1,2,1150,0,1943,0,1390,2,72,480000
4,2,1720,6270,2,0,1720,0,1978,0,2130,1,58,477000
3,2,1230,11502,1,0,1230,0,1984,0,1660,1,77,475000
4,3,3400,234352,2,0,2500,900,1991,0,1300,2,79,475000
2,1,1160,6000,1,0,860,300,1942,0,1330,3,70,468000
3,2,1560,8640,1,0,1560,0,1967,0,1970,3,70,465000
3,3,1600,1431,2,0,1240,360,2006,0,1500,3,80,460000
3,1,1840,4030,1,0,1050,790,1925,0,1840,3,61,457500
3,2,2420,8252,2,0,2420,0,1998,0,2420,3,79,455600
3,2,1460,10311,1,0,1460,0,1975,0,1690,3,73,455500
4,3,2510,5311,2,0,2510,0,2009,0,1590,3,59,450800
4,2,2520,8515,2,0,2520,0,1999,0,2130,3,67,450000
3,2,1870,5449,2,0,1870,0,2003,0,2000,1,75,445830
3,1,1650,12940,1,0,1650,0,1961,0,2830,1,67,438000
3,1,1270,4000,1,2,1270,0,1928,0,1560,2,80,435000
2,1,920,3780,1,0,920,0,1910,0,1570,3,78,427000
3,2,1950,8868,1,0,1350,600,1964,0,1300,1,59,415000
5,1,1900,10226,1,0,1130,770,1961,0,1690,3,60,415000
3,1,1980,8100,1,0,1310,670,1949,0,1450,1,63,405000
2,1,910,6490,1,0,910,0,1942,0,1040,2,62,405000
2,1,1470,6120,1,0,1470,0,1940,0,1840,3,54,400000
3,3,1296,1051,3,0,1296,0,2009,0,1520,2,72,399950
4,2,2870,9292,2,0,2540,330,1979,0,2590,2,54,399000
5,2,2330,10750,1,0,1190,1140,1962,0,1830,2,73,389000
3,1,1440,8775,1,0,1440,0,1973,0,1790,3,64,375000
3,1,2000,7294,1,0,1520,480,1965,0,2000,2,60,375000
2,2,1280,835,2,0,1080,200,2009,0,1280,2,74,370000
3,1,1050,9206,1,0,1050,0,1954,0,1380,1,76,360000
3,1,1570,9467,1,0,1570,0,1954,0,1570,1,51,360000
4,2,1810,4970,2,0,1810,0,2003,0,1810,3,79,355000
2,1,1180,844,2,0,990,190,2005,0,1170,2,80,345000
4,2,2330,6250,1,0,1400,930,1941,0,2050,2,52,344950
4,1,1360,13372,1,0,1360,0,1955,0,1540,1,54,330000
3,1,1600,5952,1,0,1150,450,1964,0,1460,2,61,329000
3,1,1810,12375,2,0,1810,0,1970,0,1420,1,74,326500
2,1,880,7683,1,0,880,0,1942,0,1370,3,79,326100
3,1,1780,13095,1,0,1780,0,1983,0,2750,1,62,325000
3,1,1320,6205,1,0,1320,0,1948,0,1210,3,52,313000
4,2,1630,4473,2,0,1630,0,2003,0,1830,2,74,312900
3,1,1255,1374,3,0,1255,0,2004,0,1307,2,73,312000
4,1,2100,9288,1,0,1050,1050,1968,0,1600,1,78,305000
3,1,900,7500,1,0,900,0,1972,0,1960,2,57,304000
5,1,1410,6400,1,0,960,450,1955,0,1400,1,80,295832
4,2,3250,235063,1,2,3250,0,1973,0,1600,2,67,293000
5,3,2840,7199,1,0,1710,1130,2003,0,2210,3,55,292050
4,2,1982,6406,2,0,1982,0,2004,0,2340,3,54,283200
3,2,1680,15711,1,0,1240,440,1994,0,1420,3,60,282000
3,1,1200,6250,1,0,920,280,1943,0,1280,2,77,280000
3,1,1670,7415,1,0,1320,350,1987,0,1650,1,60,274950
4,2,1930,6600,1,0,1030,900,1967,0,1220,1,54,268000
3,2,1440,7741,1,0,1000,440,1983,0,1680,2,73,265000
3,2,1658,2700,2,0,1658,0,2014,0,1658,1,65,263900
3,2,1630,8018,1,0,1630,0,2003,0,1610,2,80,260000
3,1,960,8100,1,0,960,0,1955,0,1120,3,54,255000
3,1,910,5250,1,0,910,0,1971,0,1650,1,55,244000
4,2,1720,9600,1,0,1120,600,1961,0,1520,2,62,200000
2,1,1180,9350,1,0,1180,0,1918,0,1780,3,54,160000
4,3,4260,18000,2,2,4260,0,2000,0,3540,2,51,2000000
8,3,4440,6480,2,3,3140,1300,1959,0,4440,2,55,1970000
4,3,2980,7000,2,3,2140,840,1900,2014,2200,3,53,1400000
4,3,4700,9160,1,4,2520,2180,2005,0,2240,3,77,1400000
4,2,3240,10800,1,0,2260,980,1946,0,3490,1,55,1290000
4,2,3650,6982,2,2,2530,1120,1951,2003,3140,2,50,1210000
3,2,1970,23180,1,4,1100,870,1937,1998,3030,2,60,1180000
2,1,2050,11900,1,0,2050,0,1950,0,2980,1,74,1100000
7,4,3150,34830,1,0,3150,0,1957,2005,2390,2,70,999000
6,2,3610,17580,1,4,2070,1540,1959,0,2890,2,59,968000
4,2,2410,4560,2,2,1800,610,1929,0,2150,3,54,960000
3,2,2690,7000,2,0,1840,850,1943,0,1800,3,53,925000
6,2,2300,24773,1,0,2300,0,1950,1985,2720,3,72,900000
5,1,2680,28014,1,0,1450,1230,1963,0,2900,1,67,898000
3,2,2280,4280,1,0,1280,1000,1917,0,1650,2,50,875000
3,2,2520,5400,1,0,1410,1110,1906,0,1960,1,62,840500
4,2,3040,2800,2,0,2100,940,1906,2014,1260,1,60,840000
4,2,3420,8405,2,0,3420,0,2000,0,3230,3,71,840000
4,1,2330,4000,2,0,1300,1030,1924,0,2040,1,59,840000
3,2,2510,5503,2,2,2510,0,1995,0,1790,2,67,820000
4,2,2000,3800,2,0,2000,0,2001,0,1610,2,76,815000
4,3,2580,209523,2,0,2580,0,1984,0,3440,3,67,799000
4,3,3910,8095,2,0,3130,780,2007,0,3770,3,59,782000
3,1,1490,9800,1,0,1140,350,1947,0,2310,1,66,745000
2,1,2080,4800,1,0,1080,1000,1923,0,1310,1,80,740000
4,2,2920,46355,2,0,2920,0,1998,0,2310,1,79,740000
3,2,2810,5400,2,0,2810,0,2005,0,2870,1,76,739000
2,1,2320,5500,1,2,1720,600,1925,2000,2380,2,77,700000
4,3,4490,5099,2,0,3390,1100,2006,0,4290,1,56,700000
4,2,3150,7277,2,0,3150,0,2006,0,3030,1,79,681716
3,1,1700,6356,1,0,1700,0,1907,0,2080,3,67,681000
3,2,2190,10370,2,0,2190,0,1987,0,2470,2,70,665000
4,2,2990,5669,2,0,2990,0,2003,0,3110,1,64,655000
3,2,2300,5500,1,0,2000,300,1921,0,2100,1,79,635000
4,2,2740,43101,2,0,2740,0,1993,0,2740,2,66,630000
3,2,2180,7741,2,0,2180,0,1986,0,2300,1,52,621138
4,2,2510,38141,1,0,2510,0,1960,0,3180,2,75,600000
3,1,1580,7416,1,0,1150,430,1967,0,1730,1,67,600000
4,2,2020,2750,1,0,1010,1010,1917,2014,1840,2,70,599000
3,2,1650,6150,2,0,1650,0,1926,1993,1280,2,55,590000
3,1,1110,6000,1,0,1110,0,1932,0,1420,3,55,589000
5,2,1940,6000,1,0,970,970,1945,0,1700,1,50,580000
7,4,4140,9066,1,0,2070,2070,1978,0,1440,3,78,565000
3,2,3160,4270,2,0,2650,510,2006,0,2720,3,72,555000
4,1,1660,34848,1,0,930,730,1933,0,2160,2,54,550000
4,2,2230,10414,1,0,1450,780,1974,0,1960,3,67,544500
3,2,1550,12920,2,0,1550,0,1999,0,2610,3,63,537000
3,2,1720,4006,2,0,1720,0,1994,0,1780,1,64,535000
4,2,2680,7178,2,0,2680,0,2004,0,2540,1,71,515000
3,1,1400,4000,1,0,870,530,1951,0,1400,1,74,510250
4,1,2040,8800,1,0,1020,1020,1961,0,1490,1,73,510000
4,2,2798,4473,2,0,2798,0,2012,0,2358,1,52,499950
4,2,2360,4367,2,0,2360,0,2003,0,2360,3,70,490000
3,2,1980,12150,1,0,1980,0,1994,0,2200,2,75,479900
2,3,1400,1243,3,0,1400,0,2000,0,1400,1,67,474800
6,3,4250,23326,1,3,2150,2100,1967,0,3370,1,50,465000
3,2,1840,5752,2,0,1840,0,2003,0,1670,2,56,465000
4,3,2230,52983,2,0,2230,0,1991,0,2060,1,54,460000
3,1,1100,4600,1,0,1100,0,1917,0,1200,3,68,450000
3,1,1610,6480,1,0,1610,0,1947,0,1230,3,74,438750
3,1,1980,5100,1,0,1270,710,1965,0,1400,3,77,432500
3,3,3890,7140,1,2,2390,1500,1943,2007,1820,1,73,430000
2,1,1350,6315,1,0,1350,0,2005,0,1665,2,72,429000
4,2,1680,9545,1,0,1080,600,1979,0,1890,3,65,425000
3,1,1820,22320,1,0,1250,570,1977,0,2030,2,77,420000
3,2,2250,3757,2,0,2250,0,2006,0,2250,1,77,395000
3,2,1660,8281,1,0,1660,0,1949,0,1660,1,58,380000
3,1,800,2296,1,0,800,0,1908,0,1480,1,75,370000
4,2,3090,18645,2,0,3090,0,1995,0,3610,1,51,370000
3,1,1300,12240,1,0,1300,0,1963,0,2040,3,78,365000
4,2,3753,7204,2,0,3336,417,2008,0,3494,2,57,363000
2,1,1270,3200,1,0,960,310,1920,0,1410,2,80,355000
3,2,2400,9701,1,0,2400,0,1990,0,2400,3,74,355000
2,1,1080,4000,1,0,1080,0,1940,0,1530,2,53,345000
4,2,1480,3132,1,0,740,740,1910,0,1480,1,66,335000
3,2,1720,28000,1,0,1720,0,1958,0,2000,2,74,326000
2,2,1050,1609,2,0,1050,0,2005,0,1120,2,65,325000
3,2,1300,3731,1,0,900,400,1993,0,1300,3,50,315000
3,1,1430,19901,1,0,1430,0,1927,0,1780,2,55,310000
3,2,1680,11193,2,0,1680,0,1984,0,2080,1,80,306000
3,1,1160,11776,1,0,1160,0,1968,0,1160,2,74,305000
3,1,1390,9624,1,0,1390,0,1954,0,1440,2,51,299000
2,1,800,6240,1,0,800,0,1954,0,1530,1,79,285000
4,1,1450,6250,1,0,990,460,1964,0,1440,2,78,277000
3,1,1430,8960,1,0,1430,0,1953,0,1560,3,59,270000
3,1,1300,4127,1,0,650,650,1918,1953,1420,2,59,270000
3,2,2495,4400,2,0,2495,0,2007,0,2434,2,60,267000
3,1,1430,9600,1,0,1430,0,1966,0,1590,1,70,266200
2,1,1060,8187,1,0,1060,0,1952,0,1260,3,58,254000
3,2,1480,7480,1,0,1480,0,1992,0,1680,2,53,254000
3,2,1400,8640,1,0,1400,0,1968,0,1270,1,59,253400
3,1,1300,7958,1,0,1300,0,1996,0,1640,2,64,245100
3,2,2060,4030,2,0,2060,0,1999,0,2060,1,74,244615
3,1,1310,9645,1,0,1310,0,1979,0,1440,3,80,242000
4,2,1830,9485,1,0,1200,630,1989,0,1730,1,67,236000
3,2,2030,24829,1,0,1220,810,1979,0,1980,3,53,225000
3,2,1680,6755,2,0,1680,0,1994,0,1860,2,65,225000
3,1,1560,7300,1,0,1040,520,1964,0,1460,3,73,224000
3,1,1180,5002,1,0,1180,0,1946,0,1470,2,77,220000
2,1,1320,8865,1,0,1320,0,1943,0,1190,1,73,215000
3,1,1210,8075,1,0,1210,0,1983,0,1310,1,62,215000
2,1,880,1157,2,0,880,0,2007,0,1070,1,50,210000
2,2,1700,3171,1,0,850,850,1927,0,1380,1,53,189000
2,2,1390,1302,2,0,1390,0,1986,0,1390,3,69,186950
2,1,830,2699,1,0,830,0,1996,0,1030,1,58,175000
3,1,1100,10125,1,0,1100,0,1969,0,1570,2,77,168500
2,1,740,9003,1,0,740,0,1949,0,1230,1,76,157500
2,1,720,4222,1,0,720,0,1942,0,860,3,69,151000
3,1,820,7680,1,0,820,0,1910,0,1470,1,80,150000
2,1,780,6685,1,0,780,0,1948,0,880,3,68,135000
3,1,1340,15600,1,0,1340,0,1978,0,1320,2,58,124740
6,4,6980,15682,3,4,5330,1650,1999,0,3930,3,50,3100000
4,3,4430,21000,2,0,4430,0,1952,2007,3930,3,75,2750000
4,3,4730,13586,1,0,4270,460,1935,0,3710,1,64,2450000
4,4,4960,6000,2,0,3680,1280,1909,2003,2160,1,61,1430000
5,3,5960,13703,2,2,4770,1190,1984,0,2810,2,57,1360000
4,3,4140,13392,2,0,4140,0,2000,0,4140,3,63,950000
3,2,2770,9136,2,0,2770,0,1991,0,2890,1,52,860000
4,2,2280,6660,1,2,1960,320,1940,1984,1720,2,61,820000
